long,lat,yield,variety,seeding_rate,seed_spacing
-91.84669693029491,40.378977604834105,246.082786482922,DKC63-33RIB,34.3161,6.093
-91.8466974322949,40.3789625238341,251.63307335507702,P1498,34.3271,6.0911
-91.8466977722949,40.3789473538341,242.96463846644798,DKC63-33RIB,35.7571,5.8475
-91.8466978722949,40.3789321438341,235.24286282647802,DKC63-33RIB,35.1731,5.9446
-91.8466982522949,40.3789171218341,230.463827975348,DKC63-33RIB,37.2831,5.6081
-91.84669830029492,40.3789019628341,211.01947205022202,DKC63-33RIB,37.3801,5.5936
-91.84669840529492,40.3788869588341,220.472320811194,P1498,34.3071,6.0946
-91.8466985022949,40.3788719678341,226.419093173407,DKC63-33RIB,37.1691,5.6253
-91.8466983712949,40.3788570478341,227.645420373588,DKC63-33RIB,35.1951,5.9408
-91.8466986562949,40.378842119834104,229.162870256696,DKC63-33RIB,36.5281,5.724
-91.8466985042949,40.3788271938341,215.78793461840098,DKC63-33RIB,36.8001,5.6817
-91.84669865429491,40.3788121818341,217.51727252570402,DKC63-33RIB,35.1951,5.9408
-91.8466993632949,40.378797315834106,208.07551662656996,DKC63-33RIB,37.2741,5.6095
-91.84669958529491,40.3787824528341,232.980231764574,DKC63-33RIB,34.2241,6.1094
-91.8466998172949,40.3787675868341,239.27286963005798,DKC63-33RIB,37.2971,5.606
-91.84670028729491,40.3787530068341,228.047073351268,P1498,34.3251,6.0914
-91.8467008832949,40.3787382408341,230.437892970396,DKC63-33RIB,36.8891,5.667999999999999
-91.84670093229491,40.3787233368341,212.04360002038,DKC63-33RIB,37.2321,5.6158
-91.84670132029491,40.3787084778341,204.196441635378,DKC63-33RIB,37.2811,5.6084
-91.8467017672949,40.3786935408341,184.28946696091802,DKC63-33RIB,37.1931,5.6217
-91.8467014072949,40.3786785468341,167.562635561125,DKC63-33RIB,37.0681,5.6407
-91.84670193329491,40.3786634618341,163.936224812707,DKC63-33RIB,34.2131,6.1114
-91.8467026662949,40.3786484538341,138.880515706869,DKC63-33RIB,37.2361,5.6152
-91.84670324529492,40.378633222834104,106.83882025367399,DKC63-33RIB,37.3251,5.6018
-91.8467041912949,40.3786180728341,80.7273309217596,DKC63-33RIB,37.1641,5.6261
-91.8467055482949,40.3786030568341,99.7069055376124,DKC63-33RIB,37.1441,5.6291
-91.84670641329491,40.378587765834105,122.87521420241801,DKC63-33RIB,37.2881,5.6074
-91.84670688029492,40.3785725138341,88.10699260010709,DKC63-33RIB,34.1721,6.1187
-91.8467073532949,40.3785571878341,86.4193344063465,DKC63-33RIB,37.2841,5.608
-91.8467073612949,40.3785418638341,84.5380427792802,DKC63-33RIB,37.5822,5.5635
-91.8467061182949,40.3785264338341,65.8704923413137,DKC63-33RIB,37.1191,5.6329
-91.84670586929491,40.3785109258341,65.9130300904492,DKC63-33RIB,37.2801,5.6086
-91.84670591029492,40.37849534483411,47.2986999352444,DKC63-33RIB,37.2151,5.6184
-91.84670698729491,40.3782136788341,158.54679324546498,DKC63-33RIB,37.3101,5.6041
-91.84671000029492,40.378194965834105,192.168226971927,DKC63-33RIB,35.2431,5.9328
-91.8467102572949,40.3781761538341,247.668812005864,DKC63-33RIB,35.2361,5.9339
-91.8467115772949,40.3781572188341,287.323583593527,DKC63-33RIB,38.3942,5.4459
-91.8467104182949,40.378138080834105,294.27356579442403,DKC63-33RIB,38.3882,5.4467
-91.84671072829491,40.3781189258341,293.508660697092,DKC63-33RIB,37.3331,5.6006
-91.84671300029491,40.3780997108341,319.483999432516,DKC63-33RIB,37.2871,5.6075
-91.8467131272949,40.3780802528341,316.890935952039,DKC63-33RIB,34.2971,6.0964
-91.84671182329491,40.378060987834104,362.730284925981,DKC63-33RIB,34.2721,6.1008
-91.84671072929491,40.3780418178341,360.192865433629,DKC63-33RIB,37.2841,5.608
-91.84671346429491,40.377908729834104,271.638829190161,DKC63-33RIB,38.1942,5.4744
-91.8467149312949,40.3778898298341,140.110374147726,DKC63-33RIB,38.2402,5.4678
-91.84671540729491,40.3778705128341,69.0495733904732,DKC63-33RIB,38.2792,5.4622
-91.8467164072949,40.3778506658341,43.0557922470078,DKC63-33RIB,38.2382,5.4681
-91.8467177982949,40.3778109228341,42.4231524416352,DKC63-33RIB,38.3222,5.4561
-91.84671828529491,40.3777913678341,76.5938842700595,DKC63-33RIB,38.2592,5.4651
-91.8467185562949,40.37777174483411,117.22399464161501,DKC63-33RIB,37.2531,5.6126
-91.84671775329491,40.3777524468341,140.496065623732,P1498,35.6171,5.8705
-91.84671627529491,40.377733381834105,156.36746530623898,DKC63-33RIB,37.2761,5.6092
-91.8467159332949,40.3777145258342,163.014211097901,DKC63-33RIB,35.3701,5.9115
-91.8467156762949,40.3776966558341,176.600298528635,DKC63-33RIB,37.3151,5.6033
-91.8467156132949,40.3776798908341,197.218536976955,DKC63-33RIB,37.1921,5.6219
-91.84671512329491,40.3776645438341,201.228005403336,DKC63-33RIB,37.2741,5.6095
-91.84671519329491,40.3776493258341,208.90367138544997,DKC63-33RIB,37.2681,5.6104
-91.84671606029491,40.3776345578341,211.51933251899501,DKC63-33RIB,35.3371,5.917000000000001
-91.84671707529492,40.3776208108341,217.418671579001,DKC63-33RIB,37.3221,5.6023
-91.8467172222949,40.3776077278341,240.36052652954498,DKC63-33RIB,37.2801,5.6086
-91.84671738529491,40.3775945428341,228.233334006015,DKC63-33RIB,37.3081,5.6044
-91.8467181322949,40.377581506834105,236.856488923736,DKC63-33RIB,38.2202,5.4706
-91.84671828529491,40.3775685688341,246.30355851952598,DKC63-33RIB,34.2791,6.0996
-91.8467180272949,40.377555330834205,250.175643578139,DKC63-33RIB,37.1871,5.6226
-91.8467174272949,40.3775418908342,251.307088790395,P1498,36.9281,5.662000000000001
-91.8467178912949,40.377528489834205,244.837503064373,DKC63-33RIB,37.2301,5.6161
-91.84671882429491,40.3775153468342,248.691927675848,DKC63-33RIB,38.2562,5.4655
-91.8467193622949,40.377502178834206,223.33330453928298,DKC63-33RIB,37.2211,5.6175
-91.8467196322949,40.3774886998342,209.032153054105,DKC63-33RIB,37.5462,5.5688
-91.8467198172949,40.3774755218342,215.22776767465803,DKC63-33RIB,37.1171,5.6332
-91.8467199862949,40.377462474834104,219.833405421444,DKC63-33RIB,37.3711,5.5949
-91.84671988629489,40.3774493398341,230.673278535366,DKC63-33RIB,38.2992,5.4594
-91.84671923829491,40.3774361628341,227.20952738491698,DKC63-33RIB,37.2981,5.6059
-91.84671941929491,40.3774226768341,208.625565596778,P1498,34.3261,6.0912
-91.8467198412949,40.3774089618341,212.016813056455,DKC63-33RIB,38.2762,5.4626
-91.84672052429491,40.3773961058342,233.803692035952,DKC63-33RIB,37.2481,5.6134
-91.8467210072949,40.3773834658341,219.38168726693598,P1498,36.9281,5.662000000000001
-91.84672161029492,40.3773709008342,223.443945765481,DKC63-33RIB,35.1031,5.9564
-91.8467215972949,40.377358140834104,229.04979016233898,DKC63-33RIB,37.2521,5.6128
-91.84672150029492,40.3773452828342,234.86899062123402,DKC63-33RIB,37.2441,5.614
-91.84672149029491,40.3773323978342,249.51071386146802,P1498,34.2241,6.1094
-91.84672113529491,40.3773193788342,221.918412593264,DKC63-33RIB,37.9492,5.5097
-91.8467212612949,40.377306204834206,231.257076996835,DKC63-33RIB,38.4172,5.4426
-91.84672180029492,40.377293165834104,247.239810968843,DKC63-33RIB,37.3301,5.6011
-91.84672219429491,40.377279984834104,239.22454163803903,DKC63-33RIB,37.2961,5.6062
-91.84672234929491,40.377266798834206,233.764880293045,DKC63-33RIB,38.3212,5.4562
-91.8467226832949,40.37725353983421,226.89060177842202,DKC63-33RIB,37.2881,5.6074
-91.84672327029492,40.3772401138341,227.85386224503398,P1498,34.5081,6.0591
-91.84672328829491,40.3772267598342,230.50872973296399,P1498,34.3261,6.0912
-91.84672348729491,40.3772133818342,211.29119153226299,DKC63-33RIB,37.6812,5.5489
-91.8467235482949,40.3771998928342,231.05742552477298,DKC63-33RIB,35.0661,5.9627
-91.8467236622949,40.3771862478342,235.024010664215,DKC63-33RIB,35.3041,5.9225
-91.84672350029491,40.3771726638342,231.964484458476,DKC63-33RIB,38.4512,5.4378
-91.84672359029491,40.3771588518342,232.87729038050801,DKC63-33RIB,37.4021,5.5903
-91.84672380929491,40.3771452458342,234.00464030017503,P1498,36.9281,5.662000000000001
-91.8467236812949,40.3771315668342,239.286893240716,DKC63-33RIB,35.2871,5.9254
-91.84672384429491,40.377117839834206,247.268709384073,DKC63-33RIB,38.3572,5.4511
-91.8467234972949,40.37710402983421,241.95169400983997,DKC63-33RIB,37.7262,5.5423
-91.8467240622949,40.377090335834204,240.906841217245,DKC63-33RIB,37.3301,5.6011
-91.8467246932949,40.377076589834104,224.726094737264,P1498,34.3511,6.0868
-91.84672493729491,40.3770627628342,245.661459507174,DKC63-33RIB,37.7002,5.5461
-91.84672550829491,40.3770490128341,233.75841906954,DKC63-33RIB,38.2222,5.4704
-91.84672617329491,40.377035416834104,226.26090214473098,DKC63-33RIB,38.3572,5.4511
-91.8467261122949,40.3770217628341,230.74708567149602,DKC63-33RIB,38.3492,5.4522
-91.8467267312949,40.377008161834205,230.514599795013,DKC63-33RIB,37.7332,5.5413
-91.84672704029491,40.3769944288342,214.392284485894,DKC63-33RIB,37.7672,5.5363
-91.84672701429491,40.3769803898341,229.369850422991,P1498,35.1811,5.9432
-91.8467272762949,40.3769666298341,231.37944701760298,DKC63-33RIB,38.2892,5.4608
-91.8467275512949,40.3769527178341,227.990696590576,DKC63-33RIB,38.4142,5.443
-91.84672777529491,40.376938744834106,232.67312654211202,DKC63-33RIB,38.2422,5.4675
-91.8467283762949,40.3769247228341,233.25688099539698,DKC63-33RIB,38.3402,5.4535
-91.84672886529492,40.3769106828341,225.427516139062,DKC63-33RIB,37.7062,5.5452
-91.84672872529491,40.3768966828341,224.97512601888303,DKC63-33RIB,38.2682,5.4638
-91.8467279732949,40.3768826558341,226.488541079665,P1498,34.2371,6.1071
-91.8467280862949,40.3768685238341,236.291003912789,DKC63-33RIB,38.2222,5.4704
-91.8467286712949,40.3768546488341,234.08838944786598,DKC63-33RIB,37.7062,5.5452
-91.84672921729491,40.3768406178341,219.917225959399,DKC63-33RIB,37.2201,5.6176
-91.8467299772949,40.3768268398341,227.031712016387,P1498,34.2761,6.1001
-91.84672991729491,40.376812760834106,214.75940788484402,DKC63-33RIB,38.4352,5.44
-91.8467302912949,40.3767988078341,213.43852602523899,DKC63-33RIB,38.3052,5.4585
-91.8467303612949,40.376784924834105,207.31796767093002,DKC63-33RIB,38.2282,5.4695
-91.8467306072949,40.3767709048341,229.376342033816,DKC63-33RIB,38.2772,5.4625
-91.84673046529491,40.3767569198341,226.00036237017798,DKC63-33RIB,38.2762,5.4626
-91.8467305862949,40.3767429768341,232.810178717517,DKC63-33RIB,37.1741,5.6246
-91.8467295292949,40.3767289158341,235.92592213575,DKC63-33RIB,37.9782,5.5055
-91.84672833429491,40.3767148428341,234.272316155468,DKC63-33RIB,37.3321,5.6008
-91.84672814029491,40.3767008668341,238.38386211204,DKC63-33RIB,37.2461,5.6137
-91.84672862029491,40.376686815834105,238.896420405483,DKC63-33RIB,38.3512,5.452000000000001
-91.8467295612949,40.376672752834104,232.140418881626,P1498,34.4151,6.0755
-91.84672999029492,40.376658502834104,223.939858081239,P1498,34.3791,6.0819
-91.8467308072949,40.3766442088341,224.658313280499,DKC63-33RIB,37.7212,5.542999999999999
-91.8467315542949,40.3766300288341,211.970813315826,DKC63-33RIB,38.4092,5.4437
-91.84673211929491,40.3766158048341,219.266858487822,P1498,34.4221,6.0743
-91.84673285329491,40.376601486834105,210.81044730242198,DKC63-33RIB,37.0521,5.6431
-91.8467331492949,40.376587181834104,230.896897287995,DKC63-33RIB,36.4141,5.742000000000001
-91.84673384229491,40.3765727058341,246.40707874783902,DKC63-33RIB,38.4262,5.4413
-91.8467342512949,40.3765582618341,237.572544602588,P1498,34.4381,6.0714
-91.8467341562949,40.3765440018341,243.252220487431,DKC63-33RIB,36.6321,5.7078
-91.84673348529492,40.3765295078341,246.548768235652,DKC63-33RIB,35.2631,5.9294
-91.8467329772949,40.3765150548341,238.033220225294,DKC63-33RIB,38.4212,5.442
-91.84673290429491,40.3765007208341,236.25960475994899,DKC63-33RIB,37.3581,5.5969
-91.8467326922949,40.3764861438341,225.242709128447,DKC63-33RIB,36.2731,5.7643
-91.84673240829491,40.3764717238341,234.292077954075,DKC63-33RIB,37.3181,5.6029
-91.8467327162949,40.3764573138341,243.87003614375197,DKC63-33RIB,35.8091,5.8389999999999995
-91.84673322529491,40.3764427878341,233.214948500388,DKC63-33RIB,37.3141,5.6035
-91.84673347029491,40.376428135834104,231.071661433918,DKC63-33RIB,38.3172,5.4568
-91.84673470029492,40.3764136828341,223.43518001902802,DKC63-33RIB,37.3151,5.6033
-91.84673543329491,40.376399279834104,241.860050749333,DKC63-33RIB,37.6622,5.5517
-91.84673591029491,40.376384814834104,231.603645303225,DKC63-33RIB,35.7411,5.8501
-91.84673596429491,40.3763703428341,228.306819960779,DKC63-33RIB,38.3402,5.4535
-91.84673565529492,40.3763558698341,280.996515116852,DKC63-33RIB,35.6741,5.8611
-91.8467350472949,40.3763413538341,285.51666714441103,DKC63-33RIB,37.3741,5.5945
-91.84673482929492,40.3763267868341,271.558327080122,DKC63-33RIB,37.2661,5.6107
-91.8467349912949,40.3763122798341,289.77213120685,P1498,34.4181,6.075
-91.8467356032949,40.3762977498341,268.324204920684,DKC63-33RIB,37.5232,5.5723
-91.8467361012949,40.376283136834104,259.22239259392103,DKC63-33RIB,37.3511,5.5979
-91.84673650529491,40.3762684938341,256.617038715737,DKC63-33RIB,35.7231,5.853
-91.8467365812949,40.3762539758341,249.433735694961,DKC63-33RIB,37.2241,5.617000000000001
-91.84673668029491,40.3762392598341,246.340224519274,DKC63-33RIB,34.2601,6.103
-91.8467361762949,40.3762246448341,212.407755996204,DKC63-33RIB,35.7081,5.8555
-91.84673783429491,40.3762102108341,206.172464819883,DKC63-33RIB,37.3111,5.6039
-91.8467389222949,40.3761957528341,262.342535249452,DKC63-33RIB,37.2391,5.6148
-91.8467392982949,40.3761814428341,251.11328294753702,DKC63-33RIB,37.2971,5.606
-91.8468075792949,40.3761580988342,174.63208614293598,P1498,34.4301,6.0728
-91.84680712429491,40.3761715568342,192.828200614011,DKC63-33RIB,38.3622,5.4504
-91.84680713029492,40.3761861988341,208.33641830422403,DKC63-33RIB,34.3031,6.0953
-91.84680655329491,40.3762004948342,218.83844877808,DKC63-33RIB,37.3711,5.5949
-91.84680622029491,40.376214714834106,215.142563064541,DKC63-33RIB,37.2641,5.611000000000001
-91.84680669929492,40.3762290228341,222.418747333629,DKC63-33RIB,37.4471,5.5836
-91.84680661029492,40.376243329834104,241.32989456512698,DKC63-33RIB,37.3501,5.5981
-91.8468065412949,40.3762574898341,254.752371002958,DKC63-33RIB,37.3391,5.5997
-91.8468056672949,40.3762715308341,258.750265294129,DKC63-33RIB,37.2681,5.6104
-91.84680494329491,40.3762855248341,247.562108922891,DKC63-33RIB,34.8281,6.0034
-91.8468041372949,40.3762995558341,256.236028471634,DKC63-33RIB,37.5062,5.5748
-91.84680417429492,40.3763134778341,260.886001742798,DKC63-33RIB,35.8701,5.829
-91.8468038262949,40.3763274698341,251.63190786413503,DKC63-33RIB,37.2421,5.6143
-91.84680441429491,40.3763415108341,253.175765646389,DKC63-33RIB,37.3741,5.5945
-91.8468045412949,40.3763554578341,237.74301938278597,DKC63-33RIB,37.3141,5.6035
-91.84680420929492,40.3763692568341,245.88178531871299,DKC63-33RIB,37.5282,5.5715
-91.84680386329501,40.3763831588341,235.043289383545,DKC63-33RIB,37.2611,5.6114
-91.846802480295,40.3763969598341,228.686831221137,DKC63-33RIB,36.4261,5.7401
-91.846801100295,40.376410787834104,226.60872326816101,DKC63-33RIB,36.9711,5.6555
-91.84680081429501,40.3764245838341,215.64041809277,P1498,34.5281,6.0556
-91.8468008162949,40.3764384718341,231.34284579412602,DKC63-33RIB,38.4622,5.4362
-91.8468011012949,40.376452310834104,252.84798326926898,DKC63-33RIB,37.9702,5.5067
-91.846801099295,40.3764660428341,246.298060824361,DKC63-33RIB,38.3012,5.4591
-91.84680159029492,40.3764798778341,248.482085471971,P1498,33.8771,6.172000000000001
-91.846801541295,40.3764936008341,254.84951744701698,DKC63-33RIB,38.4042,5.4444
-91.84680172029492,40.376507366834105,253.660473752266,DKC63-33RIB,38.5242,5.4275
-91.8468018372949,40.376521149834105,237.651106316332,P1498,34.4351,6.072
-91.8468017612949,40.3765349578341,240.35724255453,DKC63-33RIB,38.4202,5.4422
-91.8468012262949,40.376548496834104,239.90393346815202,DKC63-33RIB,35.6711,5.8616
-91.8467996632949,40.376562219834106,245.588015092673,DKC63-33RIB,38.2952,5.4599
-91.846799227295,40.3765758218341,250.755851453897,DKC63-33RIB,38.1882,5.4752
-91.8467997732949,40.3765897678341,222.851827846664,DKC63-33RIB,38.4172,5.4426
-91.8468006292949,40.376603585834104,222.40536856339298,DKC63-33RIB,38.2742,5.4629
-91.84680050029492,40.376617376834105,220.358550181805,DKC63-33RIB,36.3681,5.7492
-91.8468007732949,40.376631274834104,217.179439308449,DKC63-33RIB,38.4742,5.4345
-91.84680057429492,40.3766450968341,229.62094716729,DKC63-33RIB,37.7172,5.5436
-91.8467996082949,40.3766590318341,229.55800835268698,P1498,34.3791,6.0819
-91.8467986442949,40.3766729318341,240.86701147828097,P1498,34.4151,6.0755
-91.8467982832949,40.376686881834104,242.799955309724,DKC63-33RIB,38.3512,5.452000000000001
-91.8467980762949,40.3767007798341,242.731171274236,DKC63-33RIB,37.2461,5.6137
-91.84679799229491,40.3767146128341,218.47596478299099,DKC63-33RIB,37.3321,5.6008
-91.84679771429491,40.3767285368341,216.519137364962,DKC63-33RIB,38.2342,5.4686
-91.84679712929491,40.3767422828341,246.22142118735403,DKC63-33RIB,35.7001,5.8568
-91.8467968962949,40.3767561828341,244.822933937379,DKC63-33RIB,37.3481,5.5984
-91.846797187295,40.3767702748341,240.36784446676103,DKC63-33RIB,38.3992,5.4451
-91.84679757529499,40.3767841458341,242.644661245655,DKC63-33RIB,38.3722,5.449
-91.846797153295,40.3767980658341,238.633137968689,DKC63-33RIB,38.3052,5.4585
-91.846796690295,40.3768120818341,226.641406015275,DKC63-33RIB,35.2241,5.936
-91.84679614529492,40.3768261498341,219.835459348919,P1498,34.2761,6.1001
-91.8467958162949,40.3768400628341,214.860317003924,DKC63-33RIB,38.2872,5.4611
-91.8467958682949,40.3768541978341,221.641902818026,DKC63-33RIB,37.7062,5.5452
-91.8467962582949,40.3768681238341,241.85814006790798,DKC63-33RIB,38.3102,5.4578
-91.8467959732949,40.3768822058341,225.247498287258,DKC63-33RIB,37.3221,5.6023
-91.84679564529492,40.3768962278341,242.929260449623,DKC63-33RIB,37.2741,5.6095
-91.84679524529491,40.3769102408341,233.105349228927,DKC63-33RIB,38.2412,5.4676
-91.8467950212949,40.376924153834096,230.51666564972302,DKC63-33RIB,38.5012,5.4307
-91.84679428329491,40.376938200834104,227.65142307318803,DKC63-33RIB,38.2352,5.4685
-91.84679433029491,40.3769521818341,218.21480315974603,DKC63-33RIB,35.2681,5.9285
-91.8467938632949,40.3769662038341,236.58960118178902,DKC63-33RIB,38.3392,5.4537
-91.8467935022949,40.376980241834104,240.95805787486302,P1498,35.1811,5.9432
-91.8467934372949,40.3769942838341,227.307782089145,DKC63-33RIB,37.7672,5.5363
-91.84679365929492,40.3770083528341,225.129730438894,DKC63-33RIB,37.7332,5.5413
-91.84679414929491,40.3770223988341,212.168266826107,DKC63-33RIB,38.3492,5.4522
-91.84679405529491,40.3770362408341,222.267621576042,DKC63-33RIB,38.3512,5.452000000000001
-91.8467941072949,40.3770501838341,215.608008872463,DKC63-33RIB,38.3372,5.4539
-91.84679307929491,40.3770640838341,221.95103225674703,DKC63-33RIB,37.5882,5.5626
-91.84679221929491,40.377078059834105,228.18051452070802,DKC63-33RIB,35.3041,5.9225
-91.8467916932949,40.3770920468341,223.290075739735,P1498,34.3371,6.0893
-91.8467915182949,40.377106004834104,235.139583171078,DKC63-33RIB,37.7112,5.5445
-91.846791440295,40.3771198668341,240.683316328675,DKC63-33RIB,38.2392,5.4679
-91.8467913032949,40.3771338948341,227.721699808588,DKC63-33RIB,38.4442,5.4388
-91.84679138429492,40.3771480738341,217.069712665168,DKC63-33RIB,38.3032,5.4588
-91.8467914272949,40.3771621888341,229.772200757926,DKC63-33RIB,37.2951,5.6063
-91.84679142929491,40.3771762168341,220.786608077014,DKC63-33RIB,37.1941,5.6216
-91.84679265029492,40.3771902828341,213.653453656893,DKC63-33RIB,38.2382,5.4681
-91.84679301429492,40.3772042628341,196.184790640746,DKC63-33RIB,35.3411,5.9163
-91.84679269029492,40.3772183258341,222.108806823494,DKC63-33RIB,35.0541,5.9647
-91.846792496295,40.3772324068341,218.652377714236,DKC63-33RIB,38.3552,5.4514
-91.8467921592949,40.3772464958341,209.25841998998797,DKC63-33RIB,38.2812,5.4619
-91.8467922012949,40.3772605998341,221.27852213411302,DKC63-33RIB,37.8982,5.5171
-91.8467923022949,40.3772746558341,232.652419778363,P1498,34.5281,6.0556
-91.84679241929491,40.377288764834105,237.845062333174,DKC63-33RIB,38.2732,5.4631
-91.8467919512949,40.3773029018341,238.188989925421,DKC63-33RIB,37.7532,5.5383
-91.8467909572949,40.3773170538341,223.17588029490003,P1498,34.1881,6.1158
-91.8467902612949,40.3773313668341,218.46251720157102,DKC63-33RIB,37.2651,5.6108
-91.84678938029491,40.3773458228341,221.39134282280898,DKC63-33RIB,38.2202,5.4706
-91.84678864529491,40.377360370834104,212.586304156309,DKC63-33RIB,37.3061,5.6047
-91.8467881322949,40.3773750108341,212.23075500443298,DKC63-33RIB,37.2701,5.6101
-91.8467875612949,40.3773897528341,210.497711584421,DKC63-33RIB,35.1021,5.9566
-91.84678788929492,40.3774045788341,217.086650516249,DKC63-33RIB,38.0732,5.4918
-91.8467886322949,40.3774194268341,213.184601088475,P1498,37.2481,5.6134
-91.8467884882949,40.3774341788341,205.784939003997,DKC63-33RIB,37.2211,5.6175
-91.84678840829491,40.3774491278341,203.907162847892,DKC63-33RIB,38.2992,5.4594
-91.8467883472949,40.3774639968341,217.05262564456,DKC63-33RIB,37.2121,5.6188
-91.84678797729491,40.3774789908341,217.574616238139,P1498,37.4281,5.5864
-91.84678727729491,40.3774939188341,229.58371605372398,DKC63-33RIB,37.2561,5.6122
-91.84678663529492,40.3775090358341,210.81864523688,DKC63-33RIB,37.2191,5.6178
-91.8467861822949,40.3775241338341,231.411279495531,DKC63-33RIB,38.2372,5.4682
-91.84678609329491,40.3775392538341,232.350210975113,DKC63-33RIB,37.6822,5.5488
-91.84678615129489,40.3775541758341,221.15945576731002,DKC63-33RIB,37.3161,5.6032
-91.8467858812949,40.3775691078341,228.555229489328,DKC63-33RIB,37.2501,5.6131
-91.8467858212949,40.3775840088341,219.278401490949,DKC63-33RIB,37.2991,5.6057
-91.84678577329491,40.3775989118341,220.874657154643,P1498,37.4281,5.5864
-91.8467855262949,40.377613716834105,205.76548758720799,DKC63-33RIB,37.4691,5.5803
-91.84678519929491,40.3776285528341,187.30828066320598,DKC63-33RIB,37.3861,5.5927
-91.84678488929491,40.377643301834105,198.859847624983,DKC63-33RIB,37.3241,5.602
-91.84678455529492,40.3776580708341,209.43213769718602,DKC63-33RIB,38.2002,5.4735
-91.8467843272949,40.3776728678341,210.750859514323,DKC63-33RIB,38.2612,5.4648
-91.8467845082949,40.3776877078341,222.76479416977298,DKC63-33RIB,37.3901,5.5921
-91.8467844362949,40.3777024748341,220.050239731256,DKC63-33RIB,37.2371,5.6151
-91.8467840282949,40.3777170428341,256.921863845905,DKC63-33RIB,37.2041,5.62
-91.84678382029492,40.3777315258341,261.907124853585,DKC63-33RIB,38.3072,5.4582
-91.8467835112949,40.3777462488341,226.24092937413,DKC63-33RIB,37.2511,5.6129
-91.8467835282949,40.377760736834105,225.57593641252998,P1498,37.4391,5.5848
-91.8467834342949,40.377775199834105,234.735148151869,DKC63-33RIB,37.3581,5.5969
-91.8467832872949,40.3777896728341,209.27724273338,DKC63-33RIB,35.3561,5.9138
-91.84678302029491,40.3778040738341,223.21668819574901,DKC63-33RIB,34.3371,6.0893
-91.8467827762949,40.377818475834104,224.532053275015,DKC63-33RIB,37.1871,5.6226
-91.8467825612949,40.377832839834106,230.86953870937901,DKC63-33RIB,35.2281,5.9353
-91.8467824762949,40.3778470318341,228.261434835617,DKC63-33RIB,37.3501,5.5981
-91.8467822412949,40.377861296834105,202.03379825711602,DKC63-33RIB,37.2651,5.6108
-91.84678223029492,40.3778754798341,177.958793585334,DKC63-33RIB,37.2331,5.6157
-91.84678221929491,40.3778898978341,154.00058688782602,DKC63-33RIB,38.2402,5.4678
-91.8467822692949,40.377904279834105,143.433906022497,DKC63-33RIB,38.2862,5.4612
-91.84678250829491,40.377918791834105,119.302905198403,DKC63-33RIB,37.2841,5.608
-91.8467818192949,40.3779347538341,98.3766473731962,DKC63-33RIB,37.0891,5.6375
-91.84678062929491,40.377951026834104,90.1188390832234,DKC63-33RIB,37.1961,5.6212
-91.84678016429491,40.3779681808341,84.1381282511546,DKC63-33RIB,37.3011,5.6054
-91.84678015029492,40.3779858918341,87.2310656653533,DKC63-33RIB,37.3611,5.5964
-91.8467795062949,40.3780033468341,80.3984459700532,DKC63-33RIB,37.2411,5.6145
-91.8467787382949,40.378020979834105,75.372518887297,DKC63-33RIB,37.2601,5.6116
-91.8467782222949,40.3780387728341,86.86261394623502,DKC63-33RIB,37.1261,5.6318
-91.8467788722949,40.3780565478341,84.97634075036049,DKC63-33RIB,38.2882,5.4609
-91.8467786832949,40.3780742768341,74.7059504630778,DKC63-33RIB,34.2671,6.1017
-91.84677839229491,40.3780921468341,75.18073224470021,DKC63-33RIB,37.3201,5.6026
-91.84677910429491,40.3781099158341,72.6969733660807,DKC63-33RIB,37.3031,5.6051
-91.8467789662949,40.3781277008341,73.4154825148378,P1498,38.2692,5.4636
-91.84677917929491,40.3781455688341,69.6184239068019,DKC63-33RIB,38.2332,5.4688
-91.8467782572949,40.3781632778341,70.2755966108042,DKC63-33RIB,37.1381,5.63
-91.8467779342949,40.3781812458341,72.8224047726618,P1498,37.5782,5.5641
-91.8467777922949,40.3781990928341,57.9112118228265,DKC63-33RIB,37.2631,5.6111
-91.8467774472949,40.3782169078341,58.4854534761575,DKC63-33RIB,35.2981,5.9235
-91.84677676429492,40.3782345318341,63.628918745715104,DKC63-33RIB,37.2971,5.606
-91.8467760362949,40.3782522178341,60.878953661244296,DKC63-33RIB,34.1811,6.1171
-91.84677582429491,40.3782699898341,66.9095658354326,DKC63-33RIB,34.3501,6.087000000000001
-91.84677581529492,40.378287785834104,81.24373746008929,DKC63-33RIB,37.6802,5.5489999999999995
-91.8467752672949,40.3783052978341,87.06955595709991,DKC63-33RIB,37.2081,5.6194
-91.8467745862949,40.37832285983411,86.696110916329,DKC63-33RIB,37.3441,5.599
-91.8467740122949,40.3783403438341,97.96866994011721,DKC63-33RIB,37.3081,5.6044
-91.84677289429492,40.378357771834104,106.230837747064,DKC63-33RIB,37.3421,5.5993
-91.84677286929491,40.3783753888341,126.925160581571,DKC63-33RIB,37.2991,5.6057
-91.84677285429491,40.3783928268341,144.738895128143,DKC63-33RIB,35.2141,5.9376
-91.8467726472949,40.3784101228341,159.670534973435,DKC63-33RIB,35.2001,5.94
-91.84677230429492,40.3784273088341,164.860729690031,DKC63-33RIB,37.3421,5.5993
-91.84677175929491,40.3784445518341,174.819581298764,DKC63-33RIB,37.3231,5.6021
-91.84677127529491,40.3784615438341,201.15599587891398,DKC63-33RIB,37.2451,5.6139
